150 16762
62 94 8
62 95 5
62 97 8
62 101 5
62 104 7
62 106 7
62 107 3
62 108 6
62 109 3
62 111 4
62 112 5
62 113 4
62 114 6
62 115 7
62 116 1
62 117 4
62 118 1
62 120 3
62 122 3
62 124 3
62 125 7
62 127 9
62 128 4
62 129 6
62 130 5
62 131 5
62 135 8
62 136 7
62 137 5
62 138 8
62 139 3
62 140 3
62 141 9
62 143 2
62 144 2
62 145 5
62 146 7
62 147 5
62 148 4
63 1 6
63 2 2
63 3 9
63 4 8
63 5 3
63 7 6
63 8 3
63 9 3
63 10 5
63 12 7
63 13 4
63 14 9
63 15 4
63 16 3
63 19 6
63 21 4
63 23 1
63 24 8
63 25 3
63 27 3
63 28 5
63 29 6
63 30 5
63 32 8
63 33 7
63 34 7
63 35 3
63 36 6
63 37 8
63 38 8
63 40 2
63 42 5
63 44 3
63 46 8
63 47 1
63 49 8
63 50 8
63 52 1
63 53 9
63 56 2
63 57 1
63 58 4
63 59 3
63 60 5
63 61 4
63 62 1
63 64 7
63 65 2
63 66 6
63 67 2
63 68 2
63 69 8
63 70 6
63 71 7
63 73 9
63 76 1
63 77 8
63 78 9
63 79 4
63 80 4
63 82 7
63 83 6
63 84 9
63 85 8
63 87 6
63 88 8
63 89 3
63 90 2
63 91 8
63 92 6
63 93 5
63 94 9
63 96 5
63 97 5
63 98 3
63 100 7
63 102 7
63 103 7
63 104 5
63 105 4
63 106 1
63 107 8
63 109 7
63 110 4
63 113 3
63 114 3
63 115 2
63 116 6
63 117 8
63 119 1
63 121 9
63 122 6
63 123 8
63 124 5
63 125 5
63 127 6
63 128 1
63 129 1
63 130 9
63 131 2
63 132 4
63 133 9
63 134 5
63 135 6
63 136 8
63 137 4
63 139 1
63 140 1
63 141 4
63 142 7
63 143 5
63 144 3
63 146 3
63 148 6
64 0 8
64 1 9
64 2 2
64 4 1
64 5 3
64 6 2
64 7 4
64 8 2
64 10 9
64 11 4
64 13 3
64 14 4
64 15 3
64 16 8
64 17 7
64 18 1
64 20 3
64 21 7
64 24 5
64 26 8
64 27 6
64 28 6
64 29 3
64 31 4
64 32 5
64 34 3
64 35 5
64 36 1
64 38 9
64 39 7
64 40 3
64 41 9
64 42 4
64 43 8
64 44 9
64 46 2
64 47 7
64 48 6
64 51 2
64 54 3
64 55 5
64 56 8
64 58 8
64 59 7
64 60 5
64 61 6
64 62 6
64 63 1
64 65 9
64 66 9
64 67 2
64 68 3
64 70 5
64 71 4
64 72 3
64 74 5
64 75 6
64 76 1
64 77 3
64 78 6
64 79 8
64 80 4
64 81 4
64 82 5
64 83 2
64 84 4
64 85 1
64 86 9
64 87 8
64 88 1
64 90 1
64 91 3
64 93 2
64 94 1
64 95 6
64 100 6
64 101 3
64 102 8
64 104 1
64 105 9
64 106 5
64 107 1
64 108 1
64 110 9
64 112 4
64 113 5
64 114 1
64 115 9
64 118 4
64 119 1
64 120 1
64 122 4
64 124 5
64 125 2
64 126 1
64 127 1
64 128 1
64 129 4
64 130 2
64 131 2
64 132 7
64 135 7
64 136 2
64 137 2
64 138 6
64 139 2
64 144 3
64 145 6
64 146 2
64 148 4
64 149 7
65 0 8
65 2 2
65 4 3
65 6 1
65 7 4
65 9 4
65 10 3
65 11 9
65 12 3
65 13 7
65 14 1
65 16 1
65 17 5
65 18 5
65 20 7
65 22 3
65 23 1
65 24 2
65 25 2
65 26 8
65 27 1
65 29 3
65 31 1
65 32 3
65 33 9
65 34 5
65 36 6
65 37 5
65 38 7
65 39 9
65 40 9
65 41 5
65 42 7
65 46 1
65 47 2
65 48 4
65 49 1
65 50 4
65 51 1
65 52 3
65 53 9
65 54 9
65 55 2
65 56 2
65 57 4
65 58 8
65 59 4
65 60 8
65 61 9
65 64 5
65 66 5
65 67 6
65 68 5
65 69 9
65 70 4
65 71 4
65 72 8
65 73 1
65 74 9
65 75 1
65 76 1
65 77 7
65 78 9
65 79 7
65 80 5
65 81 3
65 82 5
65 83 6
65 86 3
65 87 5
65 88 1
65 89 9
65 90 7
65 91 4
65 92 2
65 93 2
65 94 5
65 96 2
65 97 6
65 98 8
65 99 6
65 101 2
65 102 1
65 103 4
65 104 8
65 105 9
65 106 1
65 109 9
65 111 3
65 112 8
65 113 1
65 114 3
65 115 2
65 116 6
65 117 9
65 118 2
65 119 4
65 120 9
65 121 6
65 124 5
65 125 9
65 128 3
65 130 1
65 131 4
65 132 4
65 133 4
65 134 4
65 135 7
65 136 7
65 137 3
65 138 4
65 141 3
65 142 4
65 144 2
65 147 9
65 148 4
65 149 2
66 0 8
66 2 6
66 3 4
66 4 3
66 5 4
66 7 7
66 8 2
66 9 9
66 10 6
66 11 9
66 12 8
66 13 7
66 14 3
66 15 7
66 17 5
66 18 7
66 19 9
66 21 9
66 23 4
66 24 3
66 25 5
66 26 6
66 27 7
66 28 1
66 29 8
66 31 3
66 34 3
66 36 6
66 37 1
66 39 7
66 42 5
66 43 2
66 46 6
66 49 6
66 50 1
66 52 9
66 53 7
66 55 3
66 56 9
66 57 7
66 58 6
66 59 2
66 61 4
66 64 3
66 65 9
66 67 1
66 68 5
66 69 4
66 70 8
66 71 6
66 73 3
66 74 2
66 75 6
66 76 3
66 77 4
66 79 2
66 80 2
66 83 9
66 85 7
66 87 1
66 88 4
66 89 3
66 91 6
66 92 4
66 94 4
66 96 4
66 99 6
66 100 4
66 101 7
66 102 4
66 103 1
66 105 6
66 107 4
66 109 4
66 110 4
66 111 5
66 113 4
66 114 1
66 117 6
66 118 5
66 121 6
66 122 4
66 123 5
66 124 8
66 126 3
66 128 6
66 129 1
66 131 1
66 132 1
66 133 2
66 134 3
66 137 3
66 138 6
66 139 9
66 140 4
66 141 8
66 142 4
66 144 6
66 145 4
66 146 8
66 148 1
66 149 3
67 0 3
67 1 2
67 4 3
67 5 8
67 6 4
67 7 1
67 8 8
67 9 7
67 10 3
67 11 7
67 12 1
67 16 3
67 17 6
67 18 4
67 19 1
67 20 2
67 21 1
67 27 6
67 28 3
67 32 1
67 34 6
67 35 2
67 36 4
67 37 5
67 38 3
67 39 7
67 40 7
67 41 5
67 42 7
67 45 4
67 46 5
67 47 6
67 49 6
67 50 3
67 52 5
67 53 8
67 57 7
67 59 6
67 60 4
67 61 7
67 63 5
67 64 1
67 65 5
67 66 3
67 69 8
67 70 9
67 71 8
67 73 6
67 74 8
67 75 7
67 77 4
67 80 9
67 83 3
67 84 2
67 86 7
67 87 4
67 88 3
67 89 1
67 90 1
67 91 5
67 92 2
67 93 7
67 95 9
67 96 9
67 97 2
67 99 9
67 101 3
67 102 3
67 105 4
67 106 4
67 107 6
67 109 1
67 110 4
67 111 4
67 113 9
67 115 9
67 116 7
67 118 4
67 119 2
67 120 9
67 121 9
67 122 3
67 123 8
67 124 9
67 125 3
67 126 1
67 128 3
67 129 8
67 130 1
67 131 2
67 132 4
67 133 5
67 134 5
67 135 7
67 136 6
67 137 6
67 138 8
67 139 5
67 140 9
67 141 4
67 142 8
67 143 2
67 144 5
67 146 2
67 148 3
68 1 5
68 2 2
68 3 7
68 4 1
68 5 2
68 7 2
68 9 1
68 10 8
68 11 3
68 12 2
68 13 6
68 16 9
68 18 1
68 19 9
68 20 2
68 23 4
68 24 3
68 25 4
68 26 3
68 27 1
68 28 8
68 29 6
68 30 5
68 31 8
68 34 7
68 35 4
68 37 2
68 38 3
68 40 8
68 41 7
68 44 2
68 45 6
68 47 6
68 48 1
68 49 7
68 52 9
68 53 8
68 54 3
68 56 1
68 57 5
68 59 1
68 60 5
68 62 2
68 63 2
68 65 8
68 66 8
68 69 3
68 72 2
68 73 7
68 74 6
68 75 3
68 76 8
68 77 8
68 78 4
68 79 3
68 80 9
68 82 9
68 83 9
68 84 9
68 85 5
68 86 1
68 87 9
68 88 2
68 89 5
68 90 9
68 91 9
68 92 8
68 93 5
68 94 2
68 98 9
68 101 8
68 104 1
68 105 9
68 106 8
68 107 2
68 108 9
68 109 7
68 110 7
68 111 4
68 112 3
68 113 1
68 114 3
68 115 8
68 116 1
68 117 9
68 118 3
68 122 5
68 123 3
68 124 7
68 125 9
68 126 8
68 127 4
68 128 6
68 130 7
68 131 8
68 132 8
68 135 1
68 136 5
68 137 9
68 138 4
68 139 2
68 140 5
68 142 5
68 143 6
68 144 6
68 145 4
68 147 2
68 148 1
68 149 2
69 0 1
69 1 9
69 2 7
69 3 2
69 5 3
69 6 1
69 7 6
69 9 2
69 10 1
69 12 2
69 13 5
69 15 8
69 17 6
69 22 5
69 23 8
69 24 6
69 25 5
69 26 8
69 27 6
69 29 1
69 30 3
69 31 3
69 32 9
69 33 7
69 34 1
69 35 2
69 36 3
69 38 5
69 40 7
69 42 8
69 43 4
69 44 3
69 47 2
69 50 5
69 51 2
69 52 8
69 53 9
69 55 7
69 56 6
69 57 3
69 60 6
69 62 6
69 63 1
69 64 6
69 68 9
69 70 1
69 71 6
69 73 9
69 74 1
69 75 5
69 76 6
69 77 5
69 78 2
69 79 4
69 80 1
69 81 5
69 82 3
69 84 7
69 85 1
69 86 4
69 87 9
69 89 3
69 90 5
69 91 5
69 92 8
69 94 3
69 95 1
69 96 6
69 99 5
69 100 4
69 101 8
69 102 9
69 103 6
69 104 3
69 105 4
69 106 7
69 107 8
69 109 7
69 110 8
69 111 3
69 112 9
69 113 3
69 114 5
69 115 5
69 117 7
69 118 1
69 119 6
69 120 2
69 121 9
69 124 1
69 125 8
69 126 1
69 127 6
69 128 8
69 130 3
69 131 6
69 132 2
69 134 6
69 135 5
69 137 1
69 138 5
69 139 8
69 141 1
69 142 5
69 143 1
69 144 8
69 145 3
69 146 8
69 147 1
69 148 5
69 149 1
70 0 8
70 1 8
70 2 2
70 3 5
70 6 8
70 7 7
70 9 4
70 11 9
70 13 2
70 14 6
70 15 3
70 16 8
70 17 1
70 18 1
70 20 2
70 21 5
70 22 9
70 23 3
70 24 8
70 27 2
70 28 9
70 29 2
70 30 6
70 32 2
70 33 8
70 34 2
70 37 6
70 38 7
70 39 2
70 40 9
70 41 9
70 43 1
70 44 9
70 45 5
70 46 9
70 47 5
70 48 7
70 49 1
70 52 4
70 53 9
70 54 5
70 55 7
70 56 8
70 58 1
70 59 9
70 60 4
70 61 6
70 63 6
70 64 4
70 67 3
70 68 9
70 69 3
70 71 2
70 72 6
70 73 8
70 74 3
70 75 9
70 77 5
70 78 1
70 80 4
70 81 3
70 82 4
70 85 3
70 86 7
70 87 8
70 88 1
70 89 5
70 90 6
70 91 9
70 92 5
70 95 9
70 96 4
70 97 9
70 98 6
70 99 1
70 102 1
70 104 4
70 106 4
70 107 4
70 108 4
70 110 6
70 111 9
70 112 7
70 113 2
70 114 2
70 116 7
70 117 2
70 118 1
70 120 7
70 123 1
70 124 1
70 125 7
70 126 7
70 127 6
70 129 1
70 131 7
70 135 3
70 137 9
70 138 5
70 139 7
70 140 8
70 141 8
70 142 8
70 144 5
70 147 4
70 149 6
71 0 9
71 1 4
71 2 3
71 3 4
71 7 7
71 9 5
71 10 2
71 11 3
71 12 6
71 14 6
71 15 9
71 16 8
71 18 4
71 19 7
71 20 7
71 21 3
71 23 2
71 24 1
71 25 1
71 26 8
71 27 5
71 28 8
71 29 6
71 30 1
71 31 1
71 33 5
71 34 3
71 35 5
71 37 5
71 38 5
71 39 7
71 40 6
71 41 9
71 42 7
71 43 2
71 45 2
71 46 4
71 48 9
71 49 1
71 51 4
71 55 9
71 56 2
71 57 2
71 58 8
71 60 5
71 61 6
71 62 1
71 66 7
71 67 2
71 68 5
71 72 1
71 73 3
71 75 9
71 76 9
71 78 3
71 79 9
71 80 5
71 81 4
71 82 8
71 85 4
71 86 1
71 88 6
71 89 9
71 90 1
71 91 5
71 92 7
71 93 5
71 94 9
71 95 8
71 96 7
71 98 1
71 99 4
71 101 7
71 102 8
71 103 9
71 104 3
71 105 6
71 106 6
71 108 3
71 110 5
71 112 5
71 113 6
71 114 8
71 117 2
71 118 4
71 120 9
71 121 6
71 122 7
71 123 1
71 125 7
71 127 5
71 128 1
71 130 5
71 131 1
71 132 1
71 133 8
71 134 8
71 136 9
71 138 7
71 139 4
71 141 2
71 142 8
71 143 3
71 144 1
71 145 3
71 146 4
71 147 7
71 148 5
71 149 6
72 0 8
72 1 5
72 2 4
72 3 7
72 5 3
72 6 5
72 11 9
72 12 5
72 15 3
72 17 5
72 19 2
72 20 3
72 21 1
72 22 4
72 23 6
72 24 7
72 25 5
72 26 7
72 27 4
72 28 1
72 29 2
72 30 6
72 31 3
72 32 6
72 36 3
72 37 1
72 38 8
72 39 9
72 40 6
72 42 6
72 43 8
72 45 1
72 46 7
72 47 6
72 49 3
72 50 7
72 52 4
72 53 8
72 54 1
72 55 2
72 56 3
72 57 9
72 58 9
72 59 3
72 60 7
72 62 7
72 63 5
72 64 5
72 67 4
72 68 5
72 69 2
72 70 1
72 71 4
72 76 6
72 77 7
72 79 3
72 80 8
72 83 7
72 84 3
72 85 2
72 86 7
72 87 9
72 88 5
72 90 5
72 92 7
72 94 7
72 95 7
72 96 2
72 97 7
72 98 7
72 99 9
72 100 3
72 101 7
72 102 8
72 104 8
72 105 6
72 106 8
72 107 8
72 108 2
72 109 9
72 110 3
72 111 5
72 112 8
72 113 6
72 115 7
72 116 1
72 117 2
72 118 4
72 120 8
72 121 8
72 122 1
72 123 1
72 124 6
72 125 6
72 126 7
72 127 5
72 129 5
72 130 7
72 131 8
72 134 5
72 135 7
72 137 7
72 138 3
72 139 2
72 141 2
72 142 6
72 143 8
72 144 7
72 145 1
72 147 4
72 149 8
73 0 4
73 2 9
73 3 5
73 4 5
73 5 4
73 6 7
73 7 3
73 9 1
73 10 5
73 11 4
73 12 6
73 13 3
73 18 6
73 19 8
73 20 3
73 21 2
73 22 5
73 23 3
73 24 6
73 25 1
73 26 2
73 27 8
73 28 3
73 29 3
73 30 5
73 32 8
73 33 2
73 34 4
73 36 3
73 37 8
73 38 8
73 41 3
73 42 2
73 43 6
73 44 6
73 45 6
73 46 3
73 47 8
73 48 4
73 49 2
73 50 5
73 51 7
73 52 3
73 53 6
73 54 2
73 55 3
73 57 2
73 58 3
73 59 5
73 64 2
73 65 2
73 67 6
73 68 8
73 70 2
73 71 4
73 72 8
73 74 2
73 75 9
73 78 8
73 79 7
73 80 8
73 81 9
73 84 1
73 85 9
73 86 1
73 88 5
73 89 7
73 90 5
73 91 5
73 92 4
73 93 5
73 95 4
73 96 8
73 98 8
73 99 1
73 103 4
73 104 6
73 105 7
73 106 9
73 107 1
73 108 4
73 109 8
73 110 2
73 111 2
73 113 3
73 114 5
73 115 4
73 117 3
73 118 8
73 119 6
73 125 3
73 129 5
73 130 2
73 132 5
73 133 1
73 134 9
73 135 6
73 136 7
73 137 4
73 138 3
73 139 8
73 140 9
73 141 3
73 144 5
73 145 3
73 146 9
73 147 6
73 148 3
73 149 6
74 0 6
74 1 7
74 2 7
74 3 4
74 4 7
74 6 1
74 7 6
74 8 2
74 9 8
74 10 6
74 11 7
74 12 1
74 13 9
74 14 1
74 15 5
74 16 2
74 17 6
74 18 2
74 20 4
74 22 3
74 23 2
74 24 7
74 25 8
74 26 6
74 27 5
74 28 2
74 29 7
74 31 5
74 34 7
74 36 6
74 37 5
74 38 3
74 39 6
74 40 1
74 41 4
74 42 4
74 43 6
74 44 4
74 45 4
74 46 2
74 47 3
74 48 9
74 49 7
74 50 4
74 51 1
74 52 4
74 53 7
74 54 4
74 56 2
74 57 4
74 58 7
74 59 7
74 60 9
74 63 2
74 64 2
74 65 2
74 66 7
74 67 2
74 68 9
74 69 8
74 70 3
74 71 1
74 75 3
74 76 3
74 77 6
74 79 7
74 82 9
74 83 9
74 85 8
74 86 7
74 87 4
74 88 5
74 91 7
74 93 5
74 95 4
74 96 1
74 97 6
74 98 4
74 99 3
74 100 4
74 102 6
74 103 1
74 105 4
74 106 2
74 107 9
74 110 6
74 111 6
74 112 6
74 113 5
74 115 2
74 116 6
74 117 5
74 118 3
74 119 6
74 120 1
74 122 9
74 123 1
74 124 1
74 125 4
74 126 3
74 128 5
74 131 6
74 132 5
74 133 8
74 134 3
74 135 7
74 137 5
74 138 9
74 139 5
74 140 1
74 141 8
74 142 1
74 143 1
74 144 3
74 145 3
74 147 5
74 149 3
75 0 7
75 1 2
75 2 8
75 3 5
75 5 7
75 6 8
75 7 2
75 8 3
75 9 9
75 10 5
75 11 6
75 12 9
75 14 5
75 15 9
75 17 9
75 18 2
75 19 2
75 20 9
75 21 5
75 22 4
75 23 6
75 24 9
75 25 9
75 27 6
75 29 5
75 30 7
75 31 2
75 32 6
75 33 4
75 36 8
75 37 6
75 38 1
75 40 6
75 41 4
75 42 1
75 43 6
75 44 9
75 45 6
75 46 2
75 51 3
75 52 9
75 53 8
75 54 9
75 55 8
75 56 2
75 57 6
75 58 1
75 61 6
75 62 2
75 64 8
75 65 5
75 66 6
75 67 8
75 68 6
75 70 5
75 71 7
75 73 5
75 74 2
75 77 3
75 80 8
75 81 1
75 82 8
75 83 9
75 85 4
75 86 5
75 88 6
75 89 3
75 90 4
75 91 8
75 93 2
75 94 1
75 96 8
75 97 6
75 98 6
75 99 1
75 101 2
75 105 9
75 106 7
75 107 5
75 109 5
75 111 1
75 112 4
75 114 3
75 116 9
75 117 3
75 118 5
75 119 6
75 120 4
75 122 2
75 123 7
75 126 7
75 128 3
75 129 8
75 130 6
75 131 9
75 132 1
75 137 4
75 138 8
75 139 1
75 140 4
75 141 4
75 143 4
75 144 9
75 145 8
75 146 7
75 147 5
75 148 8
75 149 4
76 1 4
76 2 2
76 4 2
76 6 8
76 8 5
76 11 7
76 12 5
76 13 6
76 15 9
76 16 4
76 17 5
76 18 2
76 21 1
76 22 2
76 23 5
76 25 7
76 26 6
76 29 2
76 31 8
76 35 6
76 36 8
76 37 1
76 39 5
76 40 4
76 41 2
76 42 5
76 43 4
76 44 3
76 45 6
76 46 5
76 47 8
76 48 4
76 49 5
76 50 9
76 51 8
76 53 2
76 54 4
76 55 8
76 57 7
76 58 1
76 59 6
76 61 6
76 62 3
76 65 3
76 66 1
76 68 3
76 69 9
76 70 7
76 71 5
76 73 1
76 74 1
76 75 2
76 77 3
76 79 9
76 80 3
76 82 9
76 84 4
76 85 6
76 86 6
76 87 9
76 89 6
76 90 1
76 93 3
76 94 8
76 95 9
76 96 5
76 97 7
76 98 2
76 99 6
76 100 8
76 101 1
76 102 4
76 103 7
76 104 1
76 105 5
76 107 3
76 110 8
76 111 4
76 112 5
76 113 1
76 116 2
76 117 6
76 118 7
76 121 3
76 122 4
76 123 2
76 124 8
76 125 5
76 126 5
76 127 8
76 128 9
76 129 4
76 130 3
76 132 8
76 133 8
76 134 5
76 136 6
76 137 5
76 140 4
76 141 9
76 142 3
76 143 5
76 144 1
76 145 9
76 146 5
76 148 2
76 149 8
77 0 5
77 4 2
77 5 4
77 7 6
77 8 2
77 9 7
77 10 6
77 11 9
77 12 3
77 13 2
77 14 5
77 15 8
77 16 3
77 17 5
77 18 6
77 19 4
77 20 4
77 21 5
77 22 8
77 23 7
77 26 4
77 27 6
77 28 8
77 29 5
77 31 8
77 32 9
77 33 3
77 34 7
77 35 4
77 36 3
77 39 7
77 42 9
77 44 8
77 45 7
77 46 6
77 47 6
77 49 4
77 50 4
77 53 8
77 54 5
77 55 3
77 56 9
77 57 9
77 58 8
77 59 7
77 60 2
77 61 5
77 62 7
77 63 3
77 65 4
77 66 7
77 67 8
77 69 4
77 70 3
77 71 2
77 72 2
77 73 7
77 74 9
77 75 5
77 76 4
77 78 4
77 80 4
77 81 8
77 82 3
77 83 7
77 84 1
77 85 7
77 86 2
77 87 8
77 88 3
77 89 5
77 90 4
77 91 4
77 92 1
77 93 2
77 94 8
77 96 4
77 97 7
77 98 4
77 99 8
77 101 4
77 102 2
77 103 1
77 104 2
77 105 2
77 106 3
77 107 6
77 108 8
77 110 4
77 112 7
77 117 7
77 119 2
77 120 7
77 121 3
77 122 5
77 123 8
77 124 3
77 125 4
77 126 1
77 127 5
77 128 1
77 130 5
77 131 5
77 132 8
77 133 7
77 134 4
77 135 1
77 136 7
77 137 4
77 139 9
77 141 6
77 142 9
77 143 7
77 145 3
77 147 3
77 148 8
77 149 3
78 0 4
78 1 7
78 2 7
78 3 3
78 7 2
78 8 6
78 11 9
78 13 2
78 14 9
78 15 8
78 16 4
78 18 7
78 19 6
78 20 9
78 21 8
78 22 3
78 23 6
78 24 1
78 25 8
78 26 5
78 27 8
78 28 7
78 30 5
78 31 7
78 32 5
78 33 9
78 34 4
78 35 9
78 36 9
78 38 5
78 41 2
78 42 4
78 43 5
78 45 9
78 46 8
78 47 5
78 48 5
78 50 5
78 51 3
78 52 4
78 53 6
78 55 5
78 56 7
78 58 8
78 60 6
78 61 9
78 62 9
78 64 1
78 65 6
78 66 1
78 67 4
78 68 1
78 69 9
78 70 1
78 71 9
78 72 6
78 73 1
78 74 3
78 76 4
78 77 2
78 79 7
78 80 5
78 81 7
78 82 8
78 83 9
78 84 8
78 85 6
78 86 5
78 87 2
78 88 7
78 89 6
78 90 6
78 91 7
78 92 4
78 93 2
78 94 2
78 95 1
78 96 2
78 97 1
78 98 3
78 99 3
78 100 4
78 101 2
78 103 7
78 104 1
78 105 7
78 106 1
78 107 7
78 108 7
78 109 5
78 111 9
78 112 3
78 114 8
78 115 8
78 116 1
78 117 6
78 119 9
78 120 9
78 121 5
78 122 6
78 123 4
78 124 5
78 125 2
78 126 7
78 130 4
78 133 2
78 134 8
78 135 9
78 136 4
78 137 6
78 138 8
78 139 4
78 141 9
78 142 5
78 143 4
78 146 8
78 147 3
78 148 8
78 149 7
79 0 4
79 1 8
79 2 2
79 3 2
79 4 6
79 5 9
79 6 2
79 7 2
79 9 5
79 10 3
79 13 9
79 14 1
79 15 4
79 17 3
79 18 5
79 19 8
79 21 4
79 22 2
79 23 6
79 25 5
79 26 1
79 28 1
79 29 3
79 31 8
79 32 1
79 33 5
79 34 4
79 35 6
79 37 8
79 38 8
79 39 1
79 40 8
79 41 1
79 42 1
79 43 1
79 44 7
79 45 8
79 47 6
79 49 9
79 50 9
79 51 9
79 52 2
79 53 2
79 54 5
79 55 7
79 56 2
79 59 6
79 60 8
79 61 3
79 62 5
79 63 7
79 64 6
79 65 7
79 66 6
79 67 9
79 68 8
79 69 7
79 70 3
79 72 5
79 73 6
79 74 9
79 76 2
79 77 8
79 78 3
79 80 2
79 81 8
79 84 8
79 85 8
79 87 8
79 88 2
79 89 1
79 92 9
79 93 4
79 94 5
79 95 7
79 96 2
79 97 8
79 98 9
79 100 8
79 101 7
79 106 4
79 107 3
79 108 8
79 111 5
79 112 2
79 113 4
79 114 6
79 116 6
79 117 4
79 118 9
79 119 5
79 121 2
79 122 6
79 123 2
79 124 5
79 125 3
79 127 8
79 129 1
79 130 8
79 131 6
79 132 4
79 133 4
79 134 3
79 135 2
79 136 8
79 137 3
79 138 2
79 139 6
79 140 2
79 141 9
79 144 1
79 145 6
79 147 3
79 148 7
79 149 3
80 0 2
80 1 7
80 4 4
80 6 2
80 7 7
80 9 8
80 10 4
80 11 9
80 12 7
80 14 3
80 15 8
80 16 7
80 17 8
80 18 7
80 20 7
80 22 9
80 23 5
80 24 4
80 25 4
80 27 3
80 28 5
80 29 7
80 31 4
80 32 6
80 33 4
80 34 5
80 35 8
80 36 8
80 37 2
80 38 1
80 41 6
80 43 5
80 44 5
80 45 3
80 47 3
80 48 2
80 49 5
80 50 3
80 51 3
80 52 7
80 53 6
80 54 6
80 56 5
80 59 1
80 60 9
80 61 2
80 62 6
80 63 3
80 64 3
80 65 7
80 67 1
80 68 7
80 69 5
80 70 1
80 71 3
80 72 4
80 73 1
80 75 9
80 76 1
80 79 7
80 81 9
80 82 1
80 83 8
80 86 7
80 87 7
80 88 8
80 89 4
80 90 2
80 91 4
80 94 5
80 95 1
80 96 9
80 98 1
80 100 7
80 101 7
80 102 5
80 103 9
80 107 6
80 109 3
80 111 9
80 113 1
80 114 5
80 115 7
80 116 8
80 117 6
80 119 1
80 121 5
80 122 6
80 123 9
80 125 8
80 128 2
80 129 9
80 130 2
80 131 7
80 132 4
80 134 2
80 135 4
80 136 9
80 137 4
80 139 7
80 140 5
80 143 5
80 144 6
80 145 5
80 146 4
80 147 7
80 148 6
81 0 9
81 3 5
81 4 6
81 5 1
81 6 8
81 7 7
81 9 3
81 12 5
81 13 2
81 15 2
81 16 7
81 17 4
81 18 2
81 19 5
81 20 1
81 21 1
81 22 6
81 23 6
81 24 6
81 25 6
81 26 3
81 27 1
81 29 7
81 30 6
81 32 4
81 33 6
81 35 4
81 37 7
81 38 1
81 40 7
81 41 1
81 44 7
81 46 6
81 47 5
81 48 7
81 50 5
81 51 1
81 53 4
81 54 6
81 55 2
81 57 1
81 58 2
81 59 2
81 61 5
81 64 5
81 67 5
81 68 2
81 69 3
81 70 8
81 72 1
81 73 5
81 74 5
81 75 2
81 76 5
81 77 8
81 79 4
81 83 9
81 84 4
81 86 8
81 88 4
81 94 3
81 95 2
81 97 1
81 99 9
81 100 8
81 101 8
81 102 3
81 103 5
81 104 1
81 105 4
81 107 2
81 109 3
81 111 5
81 112 4
81 113 1
81 114 8
81 117 4
81 118 2
81 120 9
81 121 6
81 122 4
81 124 2
81 126 3
81 127 5
81 128 7
81 129 4
81 131 1
81 132 8
81 135 2
81 137 4
81 139 5
81 141 7
81 142 5
81 143 2
81 144 1
81 145 8
81 147 2
82 0 7
82 1 3
82 2 4
82 3 1
82 4 4
82 5 6
82 8 8
82 9 2
82 10 3
82 12 9
82 15 8
82 16 2
82 17 1
82 18 3
82 19 5
82 20 9
82 21 2
82 22 6
82 26 4
82 27 5
82 28 9
82 29 8
82 30 9
82 31 7
82 33 8
82 34 7
82 35 2
82 36 6
82 37 4
82 38 1
82 40 6
82 41 2
82 42 4
82 43 8
82 44 5
82 45 8
82 46 9
82 47 6
82 48 1
82 49 8
82 50 7
82 51 7
82 52 4
82 53 6
82 55 5
82 56 2
82 57 4
82 58 8
82 59 2
82 60 5
82 62 9
82 63 1
82 65 8
82 66 5
82 67 1
82 69 9
82 71 2
82 72 6
82 73 2
82 74 7
82 75 2
82 76 6
82 77 5
82 79 9
82 81 8
82 83 8
82 84 8
82 87 8
82 88 1
82 89 1
82 91 1
82 92 7
82 94 5
82 96 9
82 98 8
82 99 9
82 100 9
82 101 1
82 102 2
82 103 9
82 105 2
82 106 8
82 107 8
82 109 5
82 110 6
82 111 6
82 112 4
82 114 8
82 115 5
82 116 3
82 117 2
82 118 6
82 119 6
82 120 1
82 121 3
82 122 6
82 124 6
82 125 8
82 126 3
82 127 4
82 128 3
82 129 7
82 130 7
82 131 9
82 132 6
82 133 7
82 134 9
82 135 8
82 136 7
82 138 4
82 139 7
82 140 4
82 142 1
82 143 7
82 144 8
82 145 3
82 146 1
82 147 6
83 0 9
83 1 7
83 3 2
83 5 9
83 6 3
83 7 2
83 8 8
83 9 1
83 11 9
83 12 4
83 13 7
83 14 3
83 15 4
83 16 2
83 17 5
83 18 9
83 19 6
83 20 1
83 21 3
83 22 2
83 23 8
83 24 7
83 26 6
83 27 4
83 28 4
83 29 1
83 30 2
83 31 4
83 32 9
83 33 9
83 34 5
83 35 3
83 37 6
83 39 8
83 40 3
83 41 4
83 43 4
83 44 1
83 45 4
83 46 3
83 47 2
83 48 7
83 49 2
83 51 4
83 52 7
83 53 9
83 55 5
83 56 2
83 58 6
83 59 2
83 61 2
83 62 7
83 63 4
83 64 2
83 66 7
83 67 7
83 68 9
83 69 8
83 70 7
83 71 8
83 73 9
83 75 8
83 76 7
83 77 9
83 79 9
83 82 5
83 84 3
83 85 2
83 86 6
83 87 8
83 88 5
83 89 3
83 90 1
83 91 7
83 92 3
83 93 5
83 94 1
83 97 4
83 98 4
83 100 2
83 101 5
83 102 7
83 103 3
83 105 2
